id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
follower,追蹤者,粉丝,粉絲,follower,0.90,mainland-term,台灣社群媒體術語,tech,exact,,,,true
like,按讚,点赞,點讚,like,0.90,mainland-term,台灣社群互動術語,tech,exact,,,,true
share,分享,分享,分享,share,0.80,mainland-term,台灣社群互動術語,tech,exact,,,,true
comment,留言,评论,評論,comment,0.90,mainland-term,台灣社群互動術語,tech,exact,,,,true
post,貼文,帖子,帖子,post,0.90,mainland-term,台灣社群內容術語,tech,exact,,,,true
story,限時動態,故事,故事,story,0.85,mainland-term,台灣社群功能術語,tech,exact,,,,true
hashtag,標籤,话题标签,話題標籤,hashtag,0.85,mainland-term,台灣社群分類術語,tech,exact,,,,true
mention,提及,@,@,mention,0.85,mainland-term,台灣社群互動術語,tech,exact,,,,true
dm,私訊,私信,私信,DM,0.90,mainland-term,台灣社群通訊術語,tech,exact,,,,true
emoji,表情符號,表情符号,表情符號,emoji,0.85,mainland-term,台灣數位表達術語,tech,exact,,,,true
sticker,貼圖,贴纸,貼紙,sticker,0.90,mainland-term,台灣數位表達術語,tech,exact,,,,true
gif,動圖,动图,動圖,GIF,0.85,mainland-term,台灣數位媒體術語,tech,exact,,,,true
meme,迷因,表情包,表情包,meme,0.85,mainland-term,台灣網路文化術語,tech,exact,,,,true
viral,爆紅,病毒式传播,病毒式傳播,viral,0.85,mainland-term,台灣網路傳播術語,tech,exact,,,,true
trending,熱門,热门,熱門,trending,0.85,mainland-term,台灣社群趨勢術語,tech,exact,,,,true
feed,動態消息,信息流,信息流,feed,0.85,mainland-term,台灣社群內容術語,tech,exact,,,,true
timeline,時間軸,时间线,時間線,timeline,0.90,mainland-term,台灣社群顯示術語,tech,exact,,,,true
username,使用者名稱,用户名,用戶名,username,0.90,mainland-term,台灣帳號識別術語,tech,exact,,,,true
password,密碼,密码,密碼,password,0.85,mainland-term,台灣帳號安全術語,tech,exact,,,,true
login,登入,登录,登錄,login,0.90,mainland-term,台灣系統存取術語,tech,exact,,,,true
logout,登出,退出,退出,logout,0.90,mainland-term,台灣系統離開術語,tech,exact,,,,true
sign-up,註冊,注册,註冊,sign up,0.90,mainland-term,台灣帳號建立術語,tech,exact,,,,true
account,帳號,账号,賬號,account,0.90,mainland-term,台灣使用者管理術語,tech,exact,,,,true
subscription,訂閱,订阅,訂閱,subscription,0.85,mainland-term,台灣服務模式術語,tech,exact,,,,true
unsubscribe,取消訂閱,退订,退訂,unsubscribe,0.90,mainland-term,台灣服務管理術語,tech,exact,,,,true
premium-service,付費版,高级版,高級版,premium,0.90,mainland-term,台灣服務等級術語,tech,exact,,,,true
free-tier,免費版,免费版,免費版,free tier,0.85,mainland-term,台灣服務等級術語,tech,exact,,,,true
trial,試用,试用,試用,trial,0.85,mainland-term,台灣服務體驗術語,tech,exact,,,,true
upgrade,升級,升级,升級,upgrade,0.85,mainland-term,台灣服務提升術語,tech,exact,,,,true
downgrade,降級,降级,降級,downgrade,0.85,mainland-term,台灣服務調整術語,tech,exact,,,,true
invoice,發票,发票,發票,invoice,0.85,mainland-term,台灣財務文件術語,business,exact,,,,true
receipt,收據,收据,收據,receipt,0.85,mainland-term,台灣財務憑證術語,business,exact,,,,true
refund,退款,退款,退款,refund,0.80,mainland-term,台灣交易處理術語,business,exact,,,,true
checkout,結帳,结账,結賬,checkout,0.90,mainland-term,台灣購物流程術語,business,exact,,,,true
cart,購物車,购物车,購物車,cart,0.85,mainland-term,台灣電商功能術語,business,exact,,,,true
wishlist,願望清單,愿望单,願望單,wishlist,0.85,mainland-term,台灣電商功能術語,business,exact,,,,true
review-product,評價,评价,評價,review,0.85,mainland-term,台灣產品回饋術語,business,exact,,,,true
rating,評分,评分,評分,rating,0.85,mainland-term,台灣品質評估術語,business,exact,,,,true
feedback,回饋,反馈,反饋,feedback,0.90,mainland-term,台灣意見收集術語,business,exact,,,,true
survey,問卷,调查,調查,survey,0.85,mainland-term,台灣市場研究術語,business,exact,,,,true
analytics,分析,分析,分析,analytics,0.80,mainland-term,台灣數據處理術語,tech,exact,,,,true
presentation,簡報,演示,演示,presentation,0.90,mainland-term,台灣商務溝通術語,business,exact,,,,true
slide,投影片,幻灯片,幻燈片,slide,0.90,mainland-term,台灣簡報元件術語,business,exact,,,,true
spreadsheet,試算表,电子表格,電子表格,spreadsheet,0.90,mainland-term,台灣辦公軟體術語,tech,exact,,,,true
formula,公式,公式,公式,formula,0.80,mainland-term,台灣計算工具術語,tech,exact,,,,true
macro,巨集,宏,宏,macro,0.90,mainland-term,台灣自動化功能術語,tech,exact,,,,true
pivot-table,樞紐分析表,数据透视表,數據透視表,pivot table,0.90,mainland-term,台灣資料分析工具,tech,exact,,,,true
chart,圖表,图表,圖表,chart,0.85,mainland-term,台灣資料視覺化工具,tech,exact,,,,true
graph-chart,圖形,图形,圖形,graph,0.85,mainland-term,台灣資料視覺化工具,tech,exact,,,,true
diagram,圖解,图解,圖解,diagram,0.85,mainland-term,台灣視覺說明工具,tech,exact,,,,true
flowchart,流程圖,流程图,流程圖,flowchart,0.85,mainland-term,台灣流程設計工具,tech,exact,,,,true
mindmap,心智圖,思维导图,思維導圖,mind map,0.90,mainland-term,台灣思考輔助工具,tech,exact,,,,true
calendar,行事曆,日历,日曆,calendar,0.90,mainland-term,台灣時間管理工具,tech,exact,,,,true
scheduler,排程器,调度器,調度器,scheduler,0.90,mainland-term,台灣時間管理系統,tech,exact,,,,true
reminder-app,提醒事項,提醒事项,提醒事項,reminder,0.85,mainland-term,台灣時間管理功能,tech,exact,,,,true
task-management,任務管理,任务管理,任務管理,task management,0.85,mainland-term,台灣工作管理系統,tech,exact,,,,true
to-do-list,待辦清單,待办事项,待辦事項,to-do list,0.90,mainland-term,台灣工作管理工具,tech,exact,,,,true
note-taking,筆記,笔记,筆記,note-taking,0.85,mainland-term,台灣資訊記錄工具,tech,exact,,,,true
clipboard-manager,剪貼簿管理器,剪贴板管理器,剪貼板管理器,clipboard manager,0.90,mainland-term,台灣系統輔助工具,tech,exact,,,,true
screenshot-tool,截圖工具,截图工具,截圖工具,screenshot tool,0.90,mainland-term,台灣螢幕擷取工具,tech,exact,,,,true
screen-recorder,螢幕錄影,屏幕录制,屏幕錄製,screen recorder,0.90,mainland-term,台灣影像錄製工具,tech,exact,,,,true
video-editor,影片編輯器,视频编辑器,視頻編輯器,video editor,0.90,mainland-term,台灣多媒體工具,tech,exact,,,,true
audio-editor,音訊編輯器,音频编辑器,音頻編輯器,audio editor,0.90,mainland-term,台灣多媒體工具,tech,exact,,,,true
photo-editor,相片編輯器,照片编辑器,照片編輯器,photo editor,0.90,mainland-term,台灣影像處理工具,tech,exact,,,,true
filter-photo,濾鏡,滤镜,濾鏡,filter,0.85,mainland-term,台灣影像處理效果,tech,exact,,,,true
crop,裁切,裁剪,裁剪,crop,0.90,mainland-term,台灣影像編輯操作,tech,exact,,,,true
rotate,旋轉,旋转,旋轉,rotate,0.85,mainland-term,台灣影像編輯操作,tech,exact,,,,true
flip,翻轉,翻转,翻轉,flip,0.85,mainland-term,台灣影像編輯操作,tech,exact,,,,true
transparency,透明度,透明度,透明度,transparency,0.80,mainland-term,台灣影像屬性設定,tech,exact,,,,true
layer,圖層,图层,圖層,layer,0.90,mainland-term,台灣影像編輯概念,tech,exact,,,,true
mask,遮罩,蒙版,蒙版,mask,0.90,mainland-term,台灣影像編輯技術,tech,exact,,,,true
watermark,浮水印,水印,水印,watermark,0.90,mainland-term,台灣版權保護技術,tech,exact,,,,true
metadata,詮釋資料,元数据,元數據,metadata,0.90,mainland-term,台灣資料描述標準,tech,exact,,,,true
tag-metadata,標籤,标签,標籤,tag,0.85,mainland-term,台灣資料分類方式,tech,exact,,,,true
keyword,關鍵字,关键字,關鍵字,keyword,0.85,mainland-term,台灣搜尋索引術語,tech,exact,,,,true
index-search,索引,索引,索引,index,0.80,mainland-term,台灣資料檢索技術,tech,exact,,,,true
crawler,網路爬蟲,网络爬虫,網絡爬蟲,crawler,0.90,mainland-term,台灣網路技術術語,tech,exact,,,,true
bot,機器人,机器人,機器人,bot,0.85,mainland-term,台灣自動化程式術語,tech,exact,,,,true
chatbot,聊天機器人,聊天机器人,聊天機器人,chatbot,0.90,mainland-term,台灣人工智慧應用,tech,exact,,,,true
voice-assistant,語音助理,语音助手,語音助手,voice assistant,0.90,mainland-term,台灣智慧助理技術,tech,exact,,,,true
speech-to-text,語音轉文字,语音转文字,語音轉文字,speech to text,0.90,mainland-term,台灣語音辨識技術,tech,exact,,,,true
text-to-speech,文字轉語音,文字转语音,文字轉語音,text to speech,0.90,mainland-term,台灣語音合成技術,tech,exact,,,,true
translation,翻譯,翻译,翻譯,translation,0.85,mainland-term,台灣語言轉換技術,tech,exact,,,,true
localization,在地化,本地化,本地化,localization,0.90,mainland-term,台灣軟體調適技術,tech,exact,,,,true
internationalization,國際化,国际化,國際化,internationalization,0.85,mainland-term,台灣軟體設計標準,tech,exact,,,,true
timezone,時區,时区,時區,timezone,0.85,mainland-term,台灣時間設定標準,tech,exact,,,,true
locale,地區設定,区域设置,區域設置,locale,0.90,mainland-term,台灣系統設定標準,tech,exact,,,,true
encoding,編碼,编码,編碼,encoding,0.85,mainland-term,台灣字元處理標準,tech,exact,,,,true
unicode,萬國碼,统一码,統一碼,Unicode,0.90,mainland-term,台灣字元編碼標準,tech,exact,,,,true
utf8,UTF-8,UTF-8,UTF-8,UTF-8,0.80,mainland-term,台灣字元編碼格式,tech,exact,,,,true
ascii,ASCII碼,ASCII码,ASCII碼,ASCII,0.85,mainland-term,台灣字元編碼標準,tech,exact,,,,true
compression,壓縮,压缩,壓縮,compression,0.85,mainland-term,台灣資料處理技術,tech,exact,,,,true
decompression,解壓縮,解压缩,解壓縮,decompression,0.90,mainland-term,台灣資料處理技術,tech,exact,,,,true
archive,封存,归档,歸檔,archive,0.90,mainland-term,台灣資料保存技術,tech,exact,,,,true
extract,解壓縮,提取,提取,extract,0.85,mainland-term,台灣檔案操作術語,tech,exact,,,,true
mount,掛載,挂载,掛載,mount,0.90,mainland-term,台灣系統操作術語,tech,exact,,,,true
unmount,卸載,卸载,卸載,unmount,0.90,mainland-term,台灣系統操作術語,tech,exact,,,,true
partition,分割區,分区,分區,partition,0.90,mainland-term,台灣磁碟管理術語,tech,exact,,,,true
format-disk,格式化,格式化,格式化,format,0.80,mainland-term,台灣磁碟操作術語,tech,exact,,,,true
defragment,重組,碎片整理,碎片整理,defragment,0.90,mainland-term,台灣磁碟優化術語,tech,exact,,,,true
boot,開機,启动,啟動,boot,0.85,mainland-term,台灣系統啟動術語,tech,exact,,,,true
bootloader,開機載入器,引导程序,引導程序,bootloader,0.90,mainland-term,台灣系統啟動元件,tech,exact,,,,true
kernel,核心,内核,內核,kernel,0.90,mainland-term,台灣作業系統核心,tech,exact,,,,true
shell,命令殼層,外壳,外殼,shell,0.90,mainland-term,台灣系統介面術語,tech,exact,,,,true
terminal,終端機,终端,終端,terminal,0.90,mainland-term,台灣命令列介面,tech,exact,,,,true
console,主控台,控制台,控制台,console,0.90,mainland-term,台灣系統管理介面,tech,exact,,,,true
command-line,命令列,命令行,命令行,command line,0.90,mainland-term,台灣系統操作介面,tech,exact,,,,true
gui,圖形介面,图形界面,圖形界面,GUI,0.90,mainland-term,台灣使用者介面類型,tech,exact,,,,true
desktop-environment,桌面環境,桌面环境,桌面環境,desktop environment,0.90,mainland-term,台灣作業系統介面,tech,exact,,,,true
taskbar,工作列,任务栏,任務欄,taskbar,0.90,mainland-term,台灣桌面元件術語,tech,exact,,,,true
dock,工具列,程序坞,程序塢,dock,0.90,mainland-term,台灣macOS介面元件,tech,exact,,,,true
launcher,啟動器,启动器,啟動器,launcher,0.85,mainland-term,台灣應用程式管理,tech,exact,,,,true
widget,小工具,小部件,小部件,widget,0.90,mainland-term,台灣桌面元件術語,tech,exact,,,,true
gadget,小工具,小工具,小工具,gadget,0.80,mainland-term,台灣桌面輔助工具,tech,exact,,,,true
service,服務,服务,服務,service,0.85,mainland-term,台灣系統背景程序,tech,exact,,,,true
daemon,常駐程式,守护进程,守護進程,daemon,0.90,mainland-term,台灣系統背景程序,tech,exact,,,,true
process-os,處理程序,进程,進程,process,0.90,mainland-term,台灣系統執行單位,tech,exact,,,,true
thread-os,執行緒,线程,線程,thread,0.95,mainland-term,台灣程式執行單位,tech,exact,,,,true
scheduler-os,排程器,调度器,調度器,scheduler,0.90,mainland-term,台灣系統資源管理,tech,exact,,,,true
priority,優先權,优先级,優先級,priority,0.90,mainland-term,台灣系統資源分配,tech,exact,,,,true
resource,資源,资源,資源,resource,0.85,mainland-term,台灣系統管理術語,tech,exact,,,,true
allocation,配置,分配,分配,allocation,0.85,mainland-term,台灣資源管理術語,tech,exact,,,,true
deallocation,釋放,释放,釋放,deallocation,0.85,mainland-term,台灣資源管理術語,tech,exact,,,,true
memory-management,記憶體管理,内存管理,內存管理,memory management,0.95,mainland-term,台灣系統管理功能,tech,exact,,,,true
virtual-memory,虛擬記憶體,虚拟内存,虛擬內存,virtual memory,0.95,mainland-term,台灣記憶體技術,tech,exact,,,,true
swap,交換空間,交换空间,交換空間,swap,0.85,mainland-term,台灣記憶體管理,tech,exact,,,,true
paging,分頁,分页,分頁,paging,0.85,mainland-term,台灣記憶體管理技術,tech,exact,,,,true
page-fault,分頁錯誤,页面错误,頁面錯誤,page fault,0.90,mainland-term,台灣記憶體錯誤類型,tech,exact,,,,true
interrupt,中斷,中断,中斷,interrupt,0.85,mainland-term,台灣系統事件處理,tech,exact,,,,true
exception-os,例外,异常,異常,exception,0.90,mainland-term,台灣系統錯誤處理,tech,exact,,,,true
signal,信號,信号,信號,signal,0.85,mainland-term,台灣行程間通訊,tech,exact,,,,true
pipe,管道,管道,管道,pipe,0.80,mainland-term,台灣行程間通訊,tech,exact,,,,true
socket,通訊端,套接字,套接字,socket,0.90,mainland-term,台灣網路程式設計,tech,exact,,,,true
port,連接埠,端口,端口,port,0.95,mainland-term,台灣網路通訊端點,tech,exact,,,,true
protocol-network,協定,协议,協議,protocol,0.90,mainland-term,台灣網路通訊標準,tech,exact,,,,true
packet,封包,数据包,數據包,packet,0.90,mainland-term,台灣網路傳輸單位,tech,exact,,,,true
frame,訊框,帧,幀,frame,0.90,mainland-term,台灣網路傳輸單位,tech,exact,,,,true
bandwidth-network,頻寬,带宽,帶寬,bandwidth,0.95,mainland-term,台灣網路傳輸容量,tech,exact,,,,true
latency-network,延遲,延迟,延遲,latency,0.85,mainland-term,台灣網路效能指標,tech,exact,,,,true
throughput-network,吞吐量,吞吐量,吞吐量,throughput,0.85,mainland-term,台灣網路效能指標,tech,exact,,,,true
jitter,抖動,抖动,抖動,jitter,0.85,mainland-term,台灣網路品質指標,tech,exact,,,,true
packet-loss,封包遺失,丢包,丟包,packet loss,0.90,mainland-term,台灣網路問題類型,tech,exact,,,,true
ping,Ping,Ping,Ping,ping,0.80,mainland-term,台灣網路診斷工具,tech,exact,,,,true
traceroute,路由追蹤,路由跟踪,路由跟蹤,traceroute,0.90,mainland-term,台灣網路診斷工具,tech,exact,,,,true
dns,網域名稱系統,域名系统,域名系統,DNS,0.90,mainland-term,台灣網路服務系統,tech,exact,,,,true
dhcp,動態主機設定協定,动态主机配置协议,動態主機配置協議,DHCP,0.90,mainland-term,台灣網路設定協定,tech,exact,,,,true
gateway,閘道器,网关,網關,gateway,0.90,mainland-term,台灣網路設備術語,tech,exact,,,,true
subnet,子網路,子网,子網,subnet,0.90,mainland-term,台灣網路架構術語,tech,exact,,,,true
vlan,虛擬區域網路,虚拟局域网,虛擬局域網,VLAN,0.90,mainland-term,台灣網路分割技術,tech,exact,,,,true
nat,網路位址轉換,网络地址转换,網絡地址轉換,NAT,0.90,mainland-term,台灣網路技術標準,tech,exact,,,,true
